polarity,model,corner,temperature_c,length_um,width_um,vgs_abs_v,vds_abs_v,vbs_abs_v,id_abs_a,vdsat_abs_v,vth_abs_v,gm_s,gds_s,saturated
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.7,0.8,0.0,0.000371789,0.107147,0.586583,0.00576499,4.52007e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.7,0.8,0.1,0.000262207,0.0952027,0.610328,0.00451909,3.40698e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.7,0.8,0.2,0.000181431,0.0845198,0.632636,0.00342673,2.5326e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.7,0.8,0.3,0.000123603,0.0752868,0.653712,0.00251963,1.85739e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.7,1.2,0.0,0.000388098,0.107146,0.586579,0.00596427,3.75436e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.7,1.2,0.1,0.000274649,0.0952011,0.610324,0.00468721,2.89392e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.7,1.2,0.2,0.000190782,0.0845179,0.632631,0.00356564,2.19494e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.7,1.2,0.3,0.000130527,0.0752849,0.653707,0.00263202,1.63818e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.7,1.5,0.0,0.000398911,0.107145,0.586576,0.00608857,3.47761e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.7,1.5,0.1,0.000283028,0.0951999,0.61032,0.00479464,2.70731e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.7,1.5,0.2,0.000197167,0.0845165,0.632627,0.00365643,2.07161e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.7,1.5,0.3,0.000135311,0.0752835,0.653703,0.00270698,1.55795e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.8,0.15,0.0,0.000960108,0.168835,0.586589,0.00756311,0.00266858,0
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.8,0.15,0.1,0.000800411,0.156988,0.610335,0.00724641,0.00195299,0
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.8,0.15,0.2,0.000656667,0.1452,0.632644,0.00681486,0.0013806,0
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.8,0.15,0.3,0.000529356,0.133598,0.653721,0.00626398,0.000946417,0
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.8,0.3,0.0,0.00113026,0.168835,0.586588,0.0101045,0.000465193,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.8,0.3,0.1,0.000923327,0.156987,0.610334,0.00927578,0.000352635,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.8,0.3,0.2,0.000744064,0.145199,0.632642,0.00838412,0.000266027,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.8,0.3,0.3,0.000590786,0.133597,0.653719,0.0074433,0.00019969,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.8,0.5,0.0,0.00118953,0.168834,0.586586,0.0107725,0.000205141,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.8,0.5,0.1,0.000969781,0.156987,0.610331,0.00983726,0.000165652,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.8,0.5,0.2,0.000780263,0.145198,0.63264,0.00885297,0.000132795,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.8,0.5,0.3,0.000618816,0.133595,0.653716,0.00783176,0.000105626,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.8,0.8,0.0,0.00123675,0.168834,0.586583,0.0111951,0.000126908,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.8,0.8,0.1,0.00100861,0.156986,0.610328,0.0102158,0.00010604,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.8,0.8,0.2,0.000811958,0.145196,0.632636,0.0091892,8.79134e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.8,0.8,0.3,0.000644475,0.133593,0.653712,0.00812757,7.22631e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.8,1.2,0.0,0.00128005,0.168834,0.586579,0.0115281,9.49964e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.8,1.2,0.1,0.00104521,0.156984,0.610324,0.0105246,8.10884e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.8,1.2,0.2,0.000842642,0.145194,0.632631,0.00947348,6.86625e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.8,1.2,0.3,0.000669979,0.13359,0.653707,0.00838673,5.76224e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.8,1.5,0.0,0.00130676,0.168833,0.586576,0.0117152,8.40063e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.8,1.5,0.1,0.00106812,0.156984,0.61032,0.0107018,7.24051e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.8,1.5,0.2,0.00086214,0.145193,0.632627,0.00963989,6.18969e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.8,1.5,0.3,0.000686421,0.133587,0.653703,0.0085416,5.24301e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.9,0.15,0.0,0.00173292,0.222235,0.586589,0.00769721,0.00697475,0
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.9,0.15,0.1,0.00156153,0.212817,0.610335,0.00768542,0.0060064,0
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.9,0.15,0.2,0.00140035,0.203277,0.632644,0.00765781,0.00510827,0
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.9,0.15,0.3,0.00124847,0.193639,0.653721,0.00760584,0.00427963,0
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.9,0.3,0.0,0.00227256,0.222235,0.586588,0.0123891,0.00143794,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.9,0.3,0.1,0.00200749,0.212817,0.610334,0.0120075,0.0011673,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.9,0.3,0.2,0.00176456,0.203277,0.632642,0.0115864,0.000945236,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.9,0.3,0.3,0.00154213,0.193639,0.653719,0.0111224,0.00076356,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.9,0.5,0.0,0.00242971,0.222236,0.586586,0.0137246,0.000469619,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.9,0.5,0.1,0.00213861,0.212817,0.610331,0.0131832,0.000403371,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.9,0.5,0.2,0.00187378,0.203277,0.63264,0.0126199,0.000345683,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.9,0.5,0.3,0.00163293,0.193639,0.653716,0.0120294,0.000295418,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.9,0.8,0.0,0.00252945,0.222236,0.586583,0.0143523,0.000249997,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.9,0.8,0.1,0.00222563,0.212818,0.610328,0.0137673,0.000221099,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.9,0.8,0.2,0.00194951,0.203277,0.632636,0.0131627,0.000195051,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.9,0.8,0.3,0.00169864,0.193638,0.653712,0.0125329,0.000171549,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.9,1.2,0.0,0.0026109,0.222237,0.586579,0.0147778,0.000171496,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.9,1.2,0.1,0.00229831,0.212818,0.610324,0.0141746,0.000154286,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.9,1.2,0.2,0.00201421,0.203276,0.632631,0.0135521,0.000138459,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.9,1.2,0.3,0.00175606,0.193637,0.653707,0.0129045,0.000123879,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.9,1.5,0.0,0.00265815,0.222237,0.586576,0.0149988,0.00014587,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.9,1.5,0.1,0.00234099,0.212818,0.61032,0.0143893,0.000132255,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.9,1.5,0.2,0.00205267,0.203276,0.632627,0.0137605,0.000119613,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,0.9,1.5,0.3,0.00179061,0.193637,0.653703,0.0131065,0.000107851,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,1.0,0.15,0.0,0.00248692,0.266006,0.586589,0.00737718,0.0115839,0
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,1.0,0.15,0.1,0.00231633,0.258538,0.610335,0.0073921,0.0105797,0
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,1.0,0.15,0.2,0.00215555,0.250974,0.632644,0.00740837,0.00963328,0
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,1.0,0.15,0.3,0.00200326,0.243331,0.653721,0.00742465,0.00873827,0
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,1.0,0.3,0.0,0.0035601,0.266006,0.586588,0.0131993,0.00340844,0
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,1.0,0.3,0.1,0.00326911,0.258538,0.610334,0.0130377,0.00291513,0
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,1.0,0.3,0.2,0.00299748,0.250974,0.632642,0.0128569,0.00248588,0
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,1.0,0.3,0.3,0.00274333,0.243332,0.653719,0.0126552,0.00211439,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,1.0,0.5,0.0,0.00389652,0.266006,0.586586,0.0154984,0.000876563,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,1.0,0.5,0.1,0.00356077,0.258539,0.610331,0.0151247,0.00077864,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,1.0,0.5,0.2,0.0032502,0.250975,0.63264,0.0147472,0.000691645,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,1.0,0.5,0.3,0.00296222,0.243332,0.653716,0.0143641,0.000614215,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,1.0,0.8,0.0,0.00406984,0.266007,0.586583,0.0163472,0.00040803,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,1.0,0.8,0.1,0.00371681,0.25854,0.610328,0.0159259,0.000371847,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,1.0,0.8,0.2,0.00339069,0.250976,0.632636,0.0155034,0.000338782,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,1.0,0.8,0.3,0.00308864,0.243333,0.653712,0.015078,0.000308494,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,1.0,1.2,0.0,0.00419786,0.266008,0.586579,0.016853,0.000260659,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,1.0,1.2,0.1,0.00383434,0.258541,0.610324,0.0164147,0.000240872,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,1.0,1.2,0.2,0.00349854,0.250977,0.632631,0.015976,0.000222525,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,1.0,1.2,0.3,0.00318757,0.243334,0.653707,0.0155348,0.000205462,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,1.0,1.5,0.0,0.00426854,0.266009,0.586576,0.0171001,0.000214917,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,1.0,1.5,0.1,0.00389986,0.258542,0.61032,0.0166563,0.000199849,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,1.0,1.5,0.2,0.00355926,0.250978,0.632627,0.0162122,0.000185783,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,1.0,1.5,0.3,0.00324382,0.243334,0.653703,0.0157658,0.00017261,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,1.2,0.15,0.0,0.00390178,0.336062,0.586589,0.0067787,0.020511,0
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,1.2,0.15,0.1,0.0037338,0.331038,0.610335,0.00679023,0.0195011,0
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,1.2,0.15,0.2,0.00357604,0.325935,0.632644,0.00680368,0.0185496,0
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,1.2,0.15,0.3,0.00342707,0.320775,0.653721,0.00681871,0.0176489,0
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,1.2,0.3,0.0,0.0062051,0.336062,0.586588,0.0130028,0.0101846,0
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,1.2,0.3,0.1,0.00590139,0.331038,0.610334,0.0129941,0.00940288,0
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,1.2,0.3,0.2,0.00561548,0.325935,0.632642,0.0129858,0.00866827,0
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,1.2,0.3,0.3,0.00534514,0.320775,0.653719,0.0129765,0.00797779,0
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,1.2,0.5,0.0,0.00723459,0.336063,0.586586,0.01762,0.00228387,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,1.2,0.5,0.1,0.0068423,0.331039,0.610331,0.0174125,0.00210005,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,1.2,0.5,0.2,0.00647499,0.325936,0.63264,0.0172052,0.00193258,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,1.2,0.5,0.3,0.00612988,0.320776,0.653716,0.0169976,0.00177988,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,1.2,0.8,0.0,0.00763125,0.336063,0.586583,0.0190377,0.000831124,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,1.2,0.8,0.1,0.00721095,0.33104,0.610328,0.0187699,0.000780308,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,1.2,0.8,0.2,0.00681789,0.325937,0.632636,0.0185052,0.000733148,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,1.2,0.8,0.3,0.00644908,0.320777,0.653712,0.0182427,0.00068929,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,1.2,1.2,0.0,0.00787659,0.336064,0.586579,0.0197061,0.000472866,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,1.2,1.2,0.1,0.00744249,0.331041,0.610324,0.0194222,0.000448455,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,1.2,1.2,0.2,0.00703658,0.325938,0.632631,0.0191419,0.000425613,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,1.2,1.2,0.3,0.00665577,0.320778,0.653707,0.0188643,0.000404184,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,1.2,1.5,0.0,0.00800167,0.336065,0.586576,0.0200025,0.000371536,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,1.2,1.5,0.1,0.00756138,0.331042,0.61032,0.0197138,0.000353894,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,1.2,1.5,0.2,0.00714966,0.325939,0.632627,0.0194287,0.000337329,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,100.0,1.2,1.5,0.3,0.00676339,0.320779,0.653703,0.0191465,0.000321733,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.5,0.15,0.0,1.55149e-10,0.0430148,0.881583,3.49228e-09,5.74576e-11,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.5,0.15,0.1,8.48833e-11,0.0436087,0.905779,2.03025e-09,3.18024e-11,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.5,0.15,0.2,4.66122e-11,0.0441574,0.928546,1.17571e-09,1.76476e-11,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.5,0.15,0.3,2.5701e-11,0.0446654,0.950092,6.7833e-10,9.82143e-12,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.5,0.3,0.0,1.61575e-10,0.0430154,0.881315,3.63462e-09,3.61097e-11,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.5,0.3,0.1,8.84424e-11,0.043609,0.90551,2.11414e-09,2.00272e-11,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.5,0.3,0.2,4.85884e-11,0.0441577,0.928277,1.22492e-09,1.11336e-11,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.5,0.3,0.3,2.68013e-11,0.0446656,0.949824,7.07055e-10,6.2056e-12,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.5,0.5,0.0,1.68172e-10,0.0430162,0.880957,3.77976e-09,3.07967e-11,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.5,0.5,0.1,9.21068e-11,0.0436095,0.905153,2.2e-09,1.71304e-11,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.5,0.5,0.2,5.06283e-11,0.0441579,0.92792,1.27546e-09,9.54888e-12,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.5,0.5,0.3,2.79397e-11,0.0446657,0.949466,7.36648e-10,5.33521e-12,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.5,0.8,0.0,1.76893e-10,0.0430175,0.880421,3.97064e-09,2.78113e-11,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.5,0.8,0.1,9.6966e-11,0.0436103,0.904616,2.31332e-09,1.55189e-11,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.5,0.8,0.2,5.3341e-11,0.0441584,0.927383,1.3424e-09,8.67571e-12,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.5,0.8,0.3,2.94574e-11,0.044666,0.948929,7.75964e-10,4.85994e-12,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.5,1.2,0.0,1.87661e-10,0.0430192,0.879705,4.20506e-09,2.62856e-11,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.5,1.2,0.1,1.02984e-10,0.0436113,0.903901,2.45301e-09,1.47138e-11,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.5,1.2,0.2,5.67106e-11,0.044159,0.926668,1.42519e-09,8.24932e-12,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.5,1.2,0.3,3.13475e-11,0.0446664,0.948214,8.24757e-10,4.63297e-12,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.5,1.5,0.0,1.9547e-10,0.0430205,0.879169,4.37435e-09,2.58374e-11,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.5,1.5,0.1,1.0736e-10,0.043612,0.903365,2.55418e-09,1.4491e-11,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.5,1.5,0.2,5.9166e-11,0.0441594,0.926131,1.48533e-09,8.13884e-12,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.5,1.5,0.3,3.27276e-11,0.0446666,0.947678,8.60284e-10,4.57819e-12,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.6,0.15,0.0,1.15053e-09,0.0436407,0.881583,2.05941e-08,4.17433e-10,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.6,0.15,0.1,7.13887e-10,0.0440032,0.905779,1.34621e-08,2.61339e-10,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.6,0.15,0.2,4.45417e-10,0.0444065,0.928546,8.87488e-09,1.64552e-10,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.6,0.15,0.3,2.78369e-10,0.0448225,0.950092,5.86662e-09,1.03784e-10,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.6,0.3,0.0,1.19663e-09,0.0436441,0.881315,2.14071e-08,2.56645e-10,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.6,0.3,0.1,7.42782e-10,0.0440054,0.90551,1.39982e-08,1.61117e-10,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.6,0.3,0.2,4.6363e-10,0.044408,0.928277,9.23157e-09,1.01702e-10,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.6,0.3,0.3,2.89868e-10,0.0448235,0.949824,6.1047e-09,6.43027e-11,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.6,0.5,0.0,1.24323e-09,0.0436488,0.880957,2.22217e-08,2.16339e-10,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.6,0.5,0.1,7.72077e-10,0.0440085,0.905153,1.45373e-08,1.36185e-10,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.6,0.5,0.2,4.82148e-10,0.04441,0.92792,9.59133e-09,8.61992e-11,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.6,0.5,0.3,3.01593e-10,0.0448248,0.949466,6.34557e-09,5.46525e-11,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.6,0.8,0.0,1.30413e-09,0.0436558,0.880421,2.32802e-08,1.93151e-10,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.6,0.8,0.1,8.10471e-10,0.0440131,0.904616,1.52396e-08,1.21931e-10,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.6,0.8,0.2,5.06486e-10,0.0444131,0.927383,1.00613e-08,7.73971e-11,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.6,0.8,0.3,3.17047e-10,0.0448268,0.948929,6.66115e-09,4.92137e-11,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.6,1.2,0.0,1.37849e-09,0.0436652,0.879705,2.45654e-08,1.80568e-10,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.6,1.2,0.1,8.57479e-10,0.0440193,0.903901,1.60946e-08,1.14296e-10,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.6,1.2,0.2,5.36368e-10,0.0444172,0.926668,1.0635e-08,7.27492e-11,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.6,1.2,0.3,3.36075e-10,0.0448295,0.948214,7.04741e-09,4.63872e-11,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.6,1.5,0.0,1.43195e-09,0.0436723,0.879169,2.54855e-08,1.76321e-10,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.6,1.5,0.1,8.91348e-10,0.044024,0.903365,1.67079e-08,1.11787e-10,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.6,1.5,0.2,5.57943e-10,0.0444203,0.926131,1.10473e-08,7.12689e-11,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.6,1.5,0.3,3.49844e-10,0.0448316,0.947678,7.32563e-09,4.55196e-11,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.7,0.15,0.0,6.15804e-09,0.0465564,0.881583,9.9399e-08,2.23975e-09,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.7,0.15,0.1,4.05333e-09,0.0459914,0.905779,6.65199e-08,1.47694e-09,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.7,0.15,0.2,2.7131e-09,0.0457737,0.928546,4.55149e-08,9.91967e-10,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.7,0.15,0.3,1.83822e-09,0.0457691,0.950092,3.16867e-08,6.75045e-10,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.7,0.3,0.0,6.40029e-09,0.0465711,0.881315,1.03281e-07,1.33173e-09,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.7,0.3,0.1,4.21393e-09,0.0460016,0.90551,6.91336e-08,8.86004e-10,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.7,0.3,0.2,2.82133e-09,0.0457809,0.928277,4.73133e-08,5.98522e-10,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.7,0.3,0.3,1.91203e-09,0.0457741,0.949824,3.29453e-08,4.08926e-10,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.7,0.5,0.0,6.64057e-09,0.0465907,0.880957,1.07065e-07,1.10968e-09,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.7,0.5,0.1,4.3741e-09,0.0460153,0.905153,7.17069e-08,7.40955e-10,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.7,0.5,0.2,2.92969e-09,0.0457905,0.92792,4.90955e-08,5.01972e-10,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.7,0.5,0.3,1.98616e-09,0.045781,0.949466,3.41982e-08,3.43803e-10,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.7,0.8,0.0,6.95134e-09,0.0466204,0.880421,1.1192e-07,9.81048e-10,1
pmos,sky130_fd_pr__pfet_01v8,tt,27.0,0.5,0.42,0.7,0.8,0.1,4.58195e-09,0.046036,0.904616,7.50244e-08,6.57141e-10,1
