polarity,model,corner,temperature_c,length_um,width_um,vgs_abs_v,vds_abs_v,vbs_abs_v,id_abs_a,vdsat_abs_v,vth_abs_v,gm_s,gds_s,saturated
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,0.9,0.5,0.2,0.000125346,0.200752,0.66401,0.000937085,2.27192e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,0.9,0.5,0.3,0.000108205,0.189871,0.684798,0.000879117,1.93358e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,0.9,0.8,0.0,0.000172249,0.222954,0.618511,0.00109659,1.77589e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,0.9,0.8,0.1,0.000150305,0.211951,0.641699,0.00103686,1.56564e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,0.9,0.8,0.2,0.00013051,0.201002,0.663594,0.000976515,1.3773e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,0.9,0.8,0.3,0.000112672,0.190126,0.684383,0.000915219,1.20825e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,0.9,1.2,0.0,0.000178186,0.22327,0.617957,0.00113017,1.28116e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,0.9,1.2,0.1,0.00015559,0.212276,0.641145,0.00106863,1.15029e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,0.9,1.2,0.2,0.000135204,0.201335,0.66304,0.00100657,1.03031e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,0.9,1.2,0.3,0.000116829,0.190467,0.683829,0.000943616,9.20067e-06,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,0.9,1.5,0.0,0.000181762,0.223507,0.617542,0.00114824,1.11791e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,0.9,1.5,0.1,0.000158814,0.21252,0.64073,0.00108602,1.01189e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,0.9,1.5,0.2,0.000138104,0.201585,0.662625,0.00102329,9.13641e-06,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,0.9,1.5,0.3,0.00011943,0.190722,0.683414,0.000959691,8.22365e-06,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,1.0,0.15,0.0,0.000181449,0.276719,0.619411,0.000601332,0.000836802,0
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,1.0,0.15,0.1,0.000168509,0.267282,0.642598,0.000600932,0.000759375,0
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,1.0,0.15,0.2,0.000156251,0.257876,0.664494,0.000600425,0.000686234,0
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,1.0,0.15,0.3,0.00014459,0.248503,0.685283,0.000599641,0.000616962,0
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,1.0,0.3,0.0,0.000258271,0.276823,0.619203,0.00108238,0.000242916,0
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,1.0,0.3,0.1,0.000235949,0.267389,0.642391,0.00106323,0.000203702,0
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,1.0,0.3,0.2,0.000215097,0.257986,0.664286,0.00104183,0.000170288,0
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,1.0,0.3,0.3,0.00019559,0.248616,0.685075,0.001018,0.000142022,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,1.0,0.5,0.0,0.000282236,0.276962,0.618926,0.00127572,6.29913e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,1.0,0.5,0.1,0.000256379,0.267531,0.642114,0.00123406,5.53677e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,1.0,0.5,0.2,0.000232525,0.258133,0.66401,0.00119249,4.87104e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,1.0,0.5,0.3,0.000210466,0.248766,0.684798,0.00115072,4.28738e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,1.0,0.8,0.0,0.000294921,0.27717,0.618511,0.00134654,3.05322e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,1.0,0.8,0.1,0.000267715,0.267745,0.641699,0.00129976,2.76817e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,1.0,0.8,0.2,0.000242661,0.258353,0.663594,0.00125351,2.50978e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,1.0,0.8,0.3,0.000219529,0.248992,0.684383,0.00120747,2.27473e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,1.0,1.2,0.0,0.000304689,0.277448,0.617957,0.00138971,2.02852e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,1.0,1.2,0.1,0.000276647,0.26803,0.641145,0.00134101,1.86881e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,1.0,1.2,0.2,0.000250827,0.258646,0.66304,0.00129297,1.72135e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,1.0,1.2,0.3,0.000226992,0.249292,0.683829,0.00124522,1.58469e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,1.0,1.5,0.0,0.000310249,0.277655,0.617542,0.00141131,1.70924e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,1.0,1.5,0.1,0.000281788,0.268244,0.64073,0.00136193,1.58563e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,1.0,1.5,0.2,0.000255579,0.258865,0.662625,0.00131325,1.47057e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,1.0,1.5,0.3,0.000231383,0.249518,0.683414,0.00126489,1.36307e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,1.2,0.15,0.0,0.000298237,0.369448,0.619411,0.000562839,0.00158294,0
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,1.2,0.15,0.1,0.00028537,0.362288,0.642598,0.000563447,0.0015037,0
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,1.2,0.15,0.2,0.000273218,0.355186,0.664494,0.000564306,0.00142876,0
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,1.2,0.15,0.3,0.000261677,0.348138,0.685283,0.000565363,0.00135755,0
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,1.2,0.3,0.0,0.000479028,0.369529,0.619203,0.00109224,0.000836746,0
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,1.2,0.3,0.1,0.000455232,0.362371,0.642391,0.00109076,0.000770867,0
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,1.2,0.3,0.2,0.000432747,0.355271,0.664286,0.00108958,0.000708905,0
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,1.2,0.3,0.3,0.000411399,0.348224,0.685075,0.00108849,0.000650509,0
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,1.2,0.5,0.0,0.000568752,0.369637,0.618926,0.00155338,0.000200081,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,1.2,0.5,0.1,0.000536414,0.362481,0.642114,0.00152912,0.000180981,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,1.2,0.5,0.2,0.000506159,0.355384,0.66401,0.00150542,0.000164038,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,1.2,0.5,0.3,0.000477734,0.34834,0.684798,0.00148204,0.000148946,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,1.2,0.8,0.0,0.000602501,0.369799,0.618511,0.00170139,6.94035e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,1.2,0.8,0.1,0.000567413,0.362646,0.641699,0.0016678,6.46928e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,1.2,0.8,0.2,0.000534682,0.355553,0.663594,0.0016356,6.03805e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,1.2,0.8,0.3,0.000504019,0.348513,0.684383,0.00160446,5.64157e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,1.2,1.2,0.0,0.000623021,0.370014,0.617957,0.00176642,3.97812e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,1.2,1.2,0.1,0.000586675,0.362867,0.641145,0.0017305,3.75791e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,1.2,1.2,0.2,0.000552786,0.355778,0.66304,0.00169613,3.5535e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,1.2,1.2,0.3,0.000521049,0.348743,0.683829,0.00166296,3.36295e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,1.2,1.5,0.0,0.0006336,0.370176,0.617542,0.00179501,3.1619e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,1.2,1.5,0.1,0.000596697,0.363032,0.64073,0.00175837,3.00283e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,1.2,1.5,0.2,0.000562287,0.355947,0.662625,0.00172333,2.85443e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,8.0,1.2,1.5,0.3,0.000530065,0.348916,0.683414,0.00168952,2.71536e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.5,0.15,0.0,6.53751e-07,0.0430465,0.601375,1.5857e-05,4.2108e-07,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.5,0.15,0.1,3.69034e-07,0.0426039,0.624867,9.25266e-06,2.39075e-07,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.5,0.15,0.2,2.09849e-07,0.0425095,0.646987,5.42326e-06,1.3676e-07,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.5,0.15,0.3,1.20245e-07,0.0426044,0.667933,3.19204e-06,7.882e-08,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.5,0.3,0.0,7.00201e-07,0.0430601,0.601123,1.69704e-05,2.52958e-07,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.5,0.3,0.1,3.95544e-07,0.0426121,0.624614,9.91155e-06,1.44981e-07,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.5,0.3,0.2,2.25059e-07,0.0425145,0.646735,5.81379e-06,8.33945e-08,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.5,0.3,0.3,1.29025e-07,0.0426074,0.66768,3.42398e-06,4.82209e-08,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.5,0.5,0.0,7.4556e-07,0.0430782,0.600786,1.80399e-05,2.09732e-07,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.5,0.5,0.1,4.21614e-07,0.0426232,0.624278,1.05528e-05,1.2083e-07,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.5,0.5,0.2,2.40082e-07,0.0425211,0.646398,6.19699e-06,6.97428e-08,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.5,0.5,0.3,1.37724e-07,0.0426113,0.667344,3.65273e-06,4.04255e-08,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.5,0.8,0.0,8.05129e-07,0.0431057,0.600281,1.94318e-05,1.91245e-07,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.5,0.8,0.1,4.56009e-07,0.04264,0.623773,1.13939e-05,1.10633e-07,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.5,0.8,0.2,2.59966e-07,0.0425312,0.645893,6.70216e-06,6.40459e-08,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.5,0.8,0.3,1.49263e-07,0.0426174,0.666839,3.95535e-06,3.7206e-08,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.5,1.2,0.0,8.80052e-07,0.0431428,0.599608,2.1171e-05,1.85037e-07,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.5,1.2,0.1,4.99429e-07,0.0426627,0.6231,1.2451e-05,1.07406e-07,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.5,1.2,0.2,2.85136e-07,0.0425449,0.64522,7.33961e-06,6.23374e-08,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.5,1.2,0.3,1.639e-07,0.0426256,0.666165,4.33834e-06,3.62873e-08,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.5,1.5,0.0,9.35451e-07,0.043171,0.599104,2.24514e-05,1.84639e-07,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.5,1.5,0.1,5.31618e-07,0.0426799,0.622595,1.32322e-05,1.07384e-07,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.5,1.5,0.2,3.03833e-07,0.0425553,0.644715,7.81205e-06,6.24194e-08,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.5,1.5,0.3,1.74791e-07,0.0426318,0.66566,4.6228e-06,3.63802e-08,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.6,0.15,0.0,6.68211e-06,0.0581696,0.601375,0.000146546,4.57809e-06,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.6,0.15,0.1,4.08958e-06,0.0531007,0.624867,9.36819e-05,2.73353e-06,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.6,0.15,0.2,2.50789e-06,0.0495861,0.646987,5.94448e-05,1.65754e-06,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.6,0.15,0.3,1.54425e-06,0.0472685,0.667933,3.77007e-05,1.01701e-06,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.6,0.3,0.0,7.14329e-06,0.0582431,0.601123,0.000156709,2.3483e-06,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.6,0.3,0.1,4.37395e-06,0.0531562,0.624614,0.000100128,1.48368e-06,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.6,0.3,0.2,2.6843e-06,0.0496264,0.646735,6.35603e-05,9.36256e-07,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.6,0.3,0.3,1.65419e-06,0.0472969,0.66768,4.03421e-05,5.90396e-07,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.6,0.5,0.0,7.54962e-06,0.0583415,0.600786,0.00016486,1.82633e-06,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.6,0.5,0.1,4.634e-06,0.0532306,0.624278,0.000105638,1.18095e-06,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.6,0.5,0.2,2.84994e-06,0.0496804,0.646398,6.7245e-05,7.57886e-07,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.6,0.5,0.3,1.75933e-06,0.0473349,0.667344,4.27867e-05,4.83682e-07,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.6,0.8,0.0,8.05643e-06,0.0584898,0.600281,0.00017455,1.59679e-06,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.6,0.8,0.1,4.96449e-06,0.0533428,0.623773,0.000112399,1.04841e-06,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.6,0.8,0.2,3.06336e-06,0.0497621,0.645893,7.1876e-05,6.80505e-07,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.6,0.8,0.3,1.89616e-06,0.0473923,0.666839,4.59129e-05,4.37915e-07,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.6,1.2,0.0,8.67219e-06,0.0586889,0.599608,0.000185948,1.50063e-06,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.6,1.2,0.1,5.37108e-06,0.0534937,0.6231,0.000120521,9.95602e-07,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.6,1.2,0.2,3.32841e-06,0.049872,0.64522,7.75296e-05,6.514e-07,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.6,1.2,0.3,2.06728e-06,0.0474698,0.666165,4.97748e-05,4.21719e-07,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.6,1.5,0.0,9.11806e-06,0.0588392,0.599104,0.000194044,1.47573e-06,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.6,1.5,0.1,5.66769e-06,0.0536078,0.622595,0.000126363,9.84102e-07,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.6,1.5,0.2,3.52288e-06,0.0499552,0.644715,8.16343e-05,6.46466e-07,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.6,1.5,0.3,2.19339e-06,0.0475285,0.66566,5.25988e-05,4.19839e-07,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.7,0.15,0.0,4.46497e-05,0.104265,0.601375,0.000682725,5.02666e-05,0
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.7,0.15,0.1,3.16844e-05,0.0927049,0.624867,0.000541543,3.05937e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.7,0.15,0.2,2.20216e-05,0.082462,0.646987,0.000413807,1.88432e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.7,0.15,0.3,1.50509e-05,0.0736755,0.667933,0.000305774,1.17786e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.7,0.3,0.0,4.84558e-05,0.104414,0.601123,0.000759153,1.53035e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.7,0.3,0.1,3.41749e-05,0.0928442,0.624614,0.000593037,1.07078e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.7,0.3,0.2,2.36602e-05,0.0825883,0.646735,0.0004486,7.44962e-06,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.7,0.3,0.3,1.61347e-05,0.0737861,0.66768,0.000329378,5.15614e-06,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.7,0.5,0.0,5.08389e-05,0.104613,0.600786,0.000795352,9.84275e-06,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.7,0.5,0.1,3.58902e-05,0.0930303,0.624278,0.000621044,7.25002e-06,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.7,0.5,0.2,2.48833e-05,0.0827569,0.646398,0.000469977,5.27355e-06,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.7,0.5,0.3,1.69991e-05,0.0739341,0.667344,0.000345467,3.79028e-06,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.7,0.8,0.0,5.34023e-05,0.104912,0.600281,0.000829246,7.67104e-06,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.7,0.8,0.1,3.78105e-05,0.0933098,0.623773,0.000648934,5.82666e-06,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.7,0.8,0.2,2.6301e-05,0.0830104,0.645893,0.000492468,4.35458e-06,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.7,0.8,0.3,1.80313e-05,0.0741567,0.666839,0.000363224,3.2036e-06,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.7,1.2,0.0,5.6244e-05,0.105311,0.599608,0.000863486,6.69843e-06,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.7,1.2,0.1,3.99921e-05,0.0936834,0.6231,0.000678234,5.18813e-06,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.7,1.2,0.2,2.79469e-05,0.0833497,0.64522,0.000516943,3.94515e-06,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.7,1.2,0.3,1.92521e-05,0.0744548,0.666165,0.000383154,2.94646e-06,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.7,1.5,0.0,5.81993e-05,0.10561,0.599104,0.000885794,6.36843e-06,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.7,1.5,0.1,4.15136e-05,0.0939642,0.622595,0.000697755,4.97639e-06,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.7,1.5,0.2,2.91087e-05,0.083605,0.644715,0.00053358,3.81429e-06,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.7,1.5,0.3,2.0123e-05,0.0746795,0.66566,0.00039694,2.86869e-06,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.8,0.15,0.0,0.000140909,0.166819,0.601375,0.00115766,0.000371757,0
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.8,0.15,0.1,0.000116937,0.154594,0.624867,0.00109849,0.000268383,0
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.8,0.15,0.2,9.5504e-05,0.142571,0.646987,0.00102219,0.000187541,0
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.8,0.15,0.3,7.66662e-05,0.130867,0.667933,0.000929342,0.000127617,0
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.8,0.3,0.0,0.000164402,0.166973,0.601123,0.00152127,6.61503e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.8,0.3,0.1,0.000133824,0.154752,0.624614,0.00138327,5.0417e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.8,0.3,0.2,0.000107501,0.14273,0.646735,0.00123882,3.83273e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.8,0.3,0.3,8.51288e-05,0.131027,0.66768,0.00109031,2.90444e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.8,0.5,0.0,0.00017315,0.167179,0.600786,0.00161874,3.15474e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.8,0.5,0.1,0.000140731,0.154962,0.624278,0.00146503,2.56713e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.8,0.5,0.2,0.00011293,0.142943,0.646398,0.0013072,2.07589e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.8,0.5,0.3,8.93751e-05,0.13124,0.667344,0.00114724,1.66662e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.8,0.8,0.0,0.00018067,0.167487,0.600281,0.00168435,2.09095e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.8,0.8,0.1,0.000146966,0.155277,0.623773,0.00152398,1.76148e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.8,0.8,0.2,0.000118065,0.143262,0.645893,0.00135987,1.47275e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.8,0.8,0.3,9.35695e-05,0.131559,0.666839,0.00119397,1.22069e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.8,1.2,0.0,0.000188013,0.167897,0.599608,0.00173894,1.65468e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.8,1.2,0.1,0.000153223,0.155697,0.6231,0.00157497,1.42364e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.8,1.2,0.2,0.000123354,0.143688,0.64522,0.00140722,1.21484e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.8,1.2,0.3,9.80003e-05,0.131985,0.666165,0.00123761,1.02685e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.8,1.5,0.0,0.000192734,0.168205,0.599104,0.00177083,1.50598e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.8,1.5,0.1,0.000157305,0.156012,0.622595,0.00160541,1.30792e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.8,1.5,0.2,0.000126854,0.144007,0.644715,0.00143612,1.12627e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.8,1.5,0.3,0.000100972,0.132305,0.66566,0.00126482,9.6033e-06,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.9,0.15,0.0,0.000261727,0.224214,0.601375,0.0012228,0.00103868,0
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.9,0.15,0.1,0.000235192,0.213955,0.624867,0.00121639,0.000888506,0
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.9,0.15,0.2,0.000210244,0.203655,0.646987,0.00120679,0.000749704,0
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.9,0.15,0.3,0.000186757,0.193339,0.667933,0.0011926,0.000622317,0
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.9,0.3,0.0,0.000341195,0.224346,0.601123,0.00196082,0.000210961,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.9,0.3,0.1,0.000300293,0.214091,0.624614,0.00188846,0.000170112,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.9,0.3,0.2,0.000262924,0.203797,0.646735,0.00180982,0.00013705,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.9,0.3,0.3,0.000228837,0.193485,0.66768,0.00172468,0.000110326,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.9,0.5,0.0,0.00036469,0.224521,0.600786,0.00216858,7.22795e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.9,0.5,0.1,0.000319843,0.214273,0.624278,0.00206905,6.20993e-05,1
nmos,sky130_fd_pr__nfet_01v8,tt,27.0,0.5,16.0,0.9,0.5,0.2,0.000279187,0.203985,0.646398,0.0019668,5.32785e-05,1
