point_index,point_status,generation_status,witness_rank,w_m1_um,i_m5_target_a,i_half_target_a,vbias_v,vtail_v,vx_v,vy_v,vout_v,w_m3_um,w_m5_um,w_m6_um,w_m7_um,id_m1_a,id_m2_a,id_m3_a,id_m4_a,id_m5_a,id_m6_a,id_m7_a,tail_kcl_rel,x_kcl_rel,y_kcl_rel,mirror_balance_rel,output_kcl_rel,i5_target_rel,max_abs_residual,rms_residual,m1_sat_headroom_v,m2_sat_headroom_v,m3_sat_headroom_v,m4_sat_headroom_v,m5_sat_headroom_v,m6_sat_headroom_v,m7_sat_headroom_v,all_saturated_50mv,stage1_feasible,stage2_feasible,stage3_feasible,stage4_feasible,stage5_feasible,complete_candidates,point_elapsed_s
1552,PASS,WITNESS,5,5.083333333333333,6.14473e-05,3.072365e-05,0.6124999999999999,0.11364744146842656,0.3975,0.3975,1.286037571926101,2.045797781135994,100.0,0.5369746162966184,13.123843941175021,2.8016802165875832e-05,2.8016802165875832e-05,2.8370485638771504e-05,2.8370485638771504e-05,5.911691229112828e-05,8.988031670586173e-06,9.11896946582432e-06,0.05017808690335645,0.01151176611163296,0.01151176611163296,0.0,-0.0021308958284277186,-0.03792498138846981,0.05017808690335645,0.026538421372436814,0.14798841354215686,0.14798841354215686,0.9895476413658789,0.9895476413658789,0.05031576019923306,0.05008477651613674,1.2230524714331548,True,757,289,240,64,194682,192,5.354093775968067
2002,PASS,NO_WITNESS,0,5.083333333333333,8.33163e-05,4.165815e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1384,0,0,0,0,0,1.3327509859809652
25,PASS,WITNESS,1,1.0,1.0316e-05,5.158e-06,0.5509375,0.10362500000000005,0.5550000000000002,0.5550000000000002,0.5,0.5725090410462237,70.87920264192343,0.42200435484100735,26.123021680049693,5.12346904727584e-06,5.12346904727584e-06,5.105329622017703e-06,5.105329622017703e-06,1.0309844006361639e-05,4.24129431596449e-06,4.321674126854491e-06,0.006097897616320179,-0.0035167555754433383,-0.0035167555754433383,0.0,-0.007791761427879094,-0.0005967423069370019,0.007791761427879094,0.0045274559159241565,0.3133431032195537,0.3133431032195537,0.9098496721068037,0.9098496721068037,0.055783691339673314,0.9538581034054566,0.45194788865602675,True,1028,8120,314,64,129879,186,5.426751930965111
25,PASS,WITNESS,2,1.0,1.0316e-05,5.158e-06,0.540625,0.10525000000000005,0.6893333333333334,0.6893333333333334,1.1681319361371858,2.603151995812593,90.1894309986364,1.2266158731958108,21.24881448247751,5.1169307681628276e-06,5.1169307681628276e-06,5.1418630879374235e-06,5.1418630879374235e-06,1.0321705633221088e-05,3.1480605752833323e-06,3.1481392823108276e-06,0.008510618304469033,0.004833718451841014,0.004833718451841014,0.0,-7.62960716317157e-06,0.0005527800756807936,0.008510618304469033,0.004462172790817553,0.44692506854268754,0.44692506854268754,0.9392557273549799,0.9392557273549799,0.05873964103505683,0.43947422462264946,1.1213782071305267,True,1028,8120,314,64,129879,186,5.426751930965111
25,PASS,WITNESS,3,1.0,1.0316e-05,5.158e-06,0.540625,0.10525000000000005,0.8598333333333334,0.8598333333333334,0.9480414159978776,42.295781928615,90.1894309986364,8.724715770964364,9.302075941475236,5.240478104074359e-06,5.240478104074359e-06,5.162847591198284e-06,5.162847591198284e-06,1.0321705633221088e-05,1.1447000811683406e-06,1.1447260958162659e-06,-0.01519427920172168,-0.014813631759231803,-0.014813631759231803,0.0,-2.5217766503761838e-06,0.0005527800756807936,0.01519427920172168,0.01056771076146218,0.6170495129054312,0.6170495129054312,0.8772440757141076,0.8772440757141076,0.05873964103505683,0.7879220442641904,0.9019134292664707,True,1028,8120,314,64,129879,186,5.426751930965111
25,PASS,WITNESS,4,1.0,1.0316e-05,5.158e-06,0.540625,0.10525000000000005,0.8598333333333334,0.8598333333333334,1.6790563578891518,42.295781928615,90.1894309986364,4.2348771521294895,4.515121169107457,5.240478104074359e-06,5.240478104074359e-06,5.162847591198284e-06,5.162847591198284e-06,1.0321705633221088e-05,5.728316470055504e-07,5.231575662487717e-07,-0.01519427920172168,-0.014813631759231803,-0.014813631759231803,0.0,0.004815246292824607,0.0005527800756807936,0.01519427920172168,0.010748997278263873,0.6170495129054312,0.6170495129054312,0.8772440757141076,0.8772440757141076,0.05873964103505683,0.053760649985928874,1.633568077936366,True,1028,8120,314,64,129879,186,5.426751930965111
25,PASS,WITNESS,5,1.0,1.0316e-05,5.158e-06,0.540625,0.10525000000000005,0.8598333333333334,0.8598333333333334,0.5,42.295781928615,90.1894309986364,10.36315218740533,11.048936282958636,5.240478104074359e-06,5.240478104074359e-06,5.162847591198284e-06,5.162847591198284e-06,1.0321705633221088e-05,1.4131059321075217e-06,1.2830427853873735e-06,-0.01519427920172168,-0.014813631759231803,-0.014813631759231803,0.0,0.012607904877874002,0.0005527800756807936,0.01519427920172168,0.011754561692365103,0.6170495129054312,0.6170495129054312,0.8772440757141076,0.8772440757141076,0.05873964103505683,1.2359348258295433,0.4534227360313097,True,1028,8120,314,64,129879,186,5.426751930965111
1349,PASS,WITNESS,1,50.0,4.84558e-05,2.42279e-05,0.75625,0.24875000000000003,0.6225,0.6225,1.4275243348727993,7.566432719890026,8.683276799798922,5.3886210124177465,3.092004485616841,2.4222652101784195e-05,2.4222652101784195e-05,2.4581936579556068e-05,2.4581936579556068e-05,4.845239708266878e-05,1.6554629563045614e-05,1.6554700567277598e-05,0.0001463783303626859,0.014615792234639359,0.014615792234639359,0.0,-1.4653402066250397e-06,-7.022724485447917e-05,0.014615792234639359,0.00843869190021998,0.31374197932123765,0.31374197932123765,0.973685390396881,0.973685390396881,0.11447855260772913,0.1668305277281763,1.2964715175994452,True,430,27844,355,64,236877,192,5.685847510001622
1349,PASS,WITNESS,2,50.0,4.84558e-05,2.42279e-05,0.75625,0.24875000000000003,0.675,0.675,1.301758323364623,12.679815659507472,8.683276799798922,9.030242338214915,3.092004485616841,2.4544897276327153e-05,2.4544897276327153e-05,2.3961039284624432e-05,2.3961039284624432e-05,4.845239708266878e-05,1.6394057371818738e-05,1.639391090605572e-05,-0.01298431732693132,-0.023787347126762472,-0.023787347126762472,0.0,3.022667317784973e-06,-7.022724485447917e-05,0.023787347126762472,0.014721148076305486,0.3662078196933083,0.3662078196933083,0.9639099190900157,0.9639099190900157,0.11447855260772913,0.3374204745717395,1.170922351488484,True,430,27844,355,64,236877,192,5.685847510001622
1349,PASS,WITNESS,3,50.0,4.84558e-05,2.42279e-05,0.75625,0.24875000000000003,0.675,0.675,1.5847318492580196,12.679815659507472,8.683276799798922,5.388621012417747,1.8450933781892822,2.4544897276327153e-05,2.4544897276327153e-05,2.3961039284624432e-05,2.3961039284624432e-05,4.845239708266878e-05,9.558411322364636e-06,9.3448402985629e-06,-0.01298431732693132,-0.023787347126762472,-0.023787347126762472,0.0,0.004407543035131723,-7.022724485447917e-05,0.023787347126762472,0.014830709302980626,0.3662078196933083,0.3662078196933083,0.9639099190900157,0.9639099190900157,0.11447855260772913,0.050383963250026975,1.455394628584814,True,430,27844,355,64,236877,192,5.685847510001622
1349,PASS,WITNESS,4,50.0,4.84558e-05,2.42279e-05,0.75625,0.25,0.7125,0.7125,0.9401810402786166,20.529888333673995,8.683276799798922,22.09787256591726,4.673233995671801,2.3929348211270914e-05,2.3929348211270914e-05,2.4566584951903652e-05,2.4566584951903652e-05,4.8484539896989026e-05,2.584356299930966e-05,2.5842096859178353e-05,0.012908103815708538,0.0259391666314352,0.0259391666314352,0.0,3.0257268093978676e-05,0.0005927641481199822,0.0259391666314352,0.015877931015623546,0.40290769032308604,0.40290769032308604,0.9541655860420603,0.9541655860420603,0.11572880974447669,0.7271643146969133,0.8084544851670858,True,430,27844,355,64,236877,192,5.685847510001622
1349,PASS,WITNESS,5,50.0,4.84558e-05,2.42279e-05,0.75625,0.25,0.7125,0.7125,1.6161733521350636,20.529888333673995,8.683276799798922,8.429526299862475,1.78266703070254,2.3929348211270914e-05,2.3929348211270914e-05,2.4566584951903652e-05,2.4566584951903652e-05,4.8484539896989026e-05,9.200866659814238e-06,9.032477894745926e-06,0.012908103815708538,0.0259391666314352,0.0259391666314352,0.0,0.003475100299000576,0.0005927641481199822,0.0259391666314352,0.01594118129566335,0.40290769032308604,0.40290769032308604,0.9541655860420603,0.9541655860420603,0.11572880974447669,0.05006176802117418,1.4868788062720826,True,430,27844,355,64,236877,192,5.685847510001622
722,PASS,WITNESS,1,45.916666666666664,2.57377e-05,1.286885e-05,0.62075,0.2685,0.7020833333333334,0.7020833333333334,1.5454299706617145,8.987352235924643,34.403953516557905,4.09159556227199,7.831397937775255,1.3051277815999842e-05,1.3051277815999842e-05,1.2734630713703934e-05,1.2734630713703934e-05,2.5736306527462086e-05,5.815798226592098e-06,5.814705456317263e-06,-0.01403115885283684,-0.024261770131635964,-0.024261770131635964,0.0,4.245796146643938e-05,-5.4141300035087584e-05,0.024261770131635964,0.015133545148406178,0.37984600761921805,0.37984600761921805,0.9549278538372129,0.9549278538372129,0.202167859252342,0.10422285849201024,1.4820429654322902,True,774,32244,379,64,166502,192,5.480048226076178
722,PASS,WITNESS,2,45.916666666666664,2.57377e-05,1.286885e-05,0.62075,0.2685,0.7020833333333334,0.7020833333333334,1.6004526006965416,8.987352235924643,34.403953516557905,4.234877152129486,8.10564184342366,1.3051277815999842e-05,1.3051277815999842e-05,1.2734630713703934e-05,1.2734630713703934e-05,2.5736306527462086e-05,5.818709852356062e-06,6.134990049074991e-06,-0.01403115885283684,-0.024261770131635964,-0.024261770131635964,0.0,-0.012288595978620039,-5.4141300035087584e-05,0.024261770131635964,0.015943404702260397,0.37984600761921805,0.37984600761921805,0.9549278538372129,0.9549278538372129,0.202167859252342,0.05007045498235105,1.536833677900544,True,774,32244,379,64,166502,192,5.480048226076178
722,PASS,WITNESS,3,45.916666666666664,2.57377e-05,1.286885e-05,0.62075,0.2685,0.7020833333333334,0.7020833333333334,0.5,8.987352235924643,34.403953516557905,6.4005637659601184,12.2508105003187,1.3051277815999842e-05,1.3051277815999842e-05,1.2734630713703934e-05,1.2734630713703934e-05,2.5736306527462086e-05,9.558348373452982e-06,8.612780338284771e-06,-0.01403115885283684,-0.024261770131635964,-0.024261770131635964,0.0,0.0367386376858931,-5.4141300035087584e-05,0.0367386376858931,0.021306770554958665,0.37984600761921805,0.37984600761921805,0.9549278538372129,0.9549278538372129,0.202167859252342,1.1539139116297967,0.43469541725519795,True,774,32244,379,64,166502,192,5.480048226076178
722,PASS,WITNESS,4,45.916666666666664,2.57377e-05,1.286885e-05,0.62075,0.2685,0.7870833333333334,0.7870833333333334,0.7122301444200473,31.02872991761893,34.403953516557905,25.359631319014944,14.059092644346745,1.3317875495070293e-05,1.3317875495070293e-05,1.281657956849666e-05,1.281657956849666e-05,2.5736306527462086e-05,1.0630262341634488e-05,1.0629703131425721e-05,-0.03376831623825573,-0.0376408329360934,-0.0376408329360934,0.0,2.172727977896388e-05,-5.4141300035087584e-05,0.0376408329360934,0.02573573129965318,0.4648369089343035,0.4648369089343035,0.9236338300592298,0.9236338300592298,0.202167859252342,0.9981526390462374,0.646484799620257,True,774,32244,379,64,166502,192,5.480048226076178
722,PASS,WITNESS,5,45.916666666666664,2.57377e-05,1.286885e-05,0.62075,0.2685,0.7870833333333334,0.7870833333333334,1.6554752307313687,31.02872991761893,34.403953516557905,7.345319639001938,4.0721620913169945,1.3317875495070293e-05,1.3317875495070293e-05,1.281657956849666e-05,1.281657956849666e-05,2.5736306527462086e-05,2.8661146193190106e-06,2.5821416330600127e-06,-0.03376831623825573,-0.0376408329360934,-0.0376408329360934,0.0,0.011033347434269493,-5.4141300035087584e-05,0.0376408329360934,0.026126938450248063,0.4648369089343035,0.4648369089343035,0.9236338300592298,0.9236338300592298,0.202167859252342,0.05369676535846202,1.5933025537924226,True,774,32244,379,64,166502,192,5.480048226076178
1730,PASS,WITNESS,1,11.208333333333332,6.75955e-05,3.379775e-05,0.6633125,0.16299999999999998,0.5925,0.5925,0.6100452600696542,8.10564184342366,40.86475886435667,5.5773225040602865,14.059092644346745,3.397618487191237e-05,3.397618487191237e-05,3.373751835438249e-05,3.373751835438249e-05,6.758240016296783e-05,2.3826296873464128e-05,2.3826018447103896e-05,-0.005444542732676823,-0.007024523748903437,-0.007024523748903437,0.0,4.119007333792449e-06,-0.00019379747220111377,0.007024523748903437,0.004625445704509887,0.32386804301399874,0.32386804301399874,0.9805832522311115,0.9805832522311115,0.07700572972025378,0.9587341203688906,0.5257149315734163,True,551,15654,344,64,170416,192,5.422292897943407
1730,PASS,WITNESS,2,11.208333333333332,6.75955e-05,3.379775e-05,0.6633125,0.16299999999999998,0.5925,0.5925,1.5061280920654094,8.10564184342366,40.86475886435667,2.80196950603118,7.063093239318447,3.397618487191237e-05,3.397618487191237e-05,3.373751835438249e-05,3.373751835438249e-05,6.758240016296783e-05,1.1364789412207269e-05,1.1296651289446638e-05,-0.005444542732676823,-0.007024523748903437,-0.007024523748903437,0.0,0.001008027498289555,-0.00019379747220111377,0.007024523748903437,0.004643716009535543,0.32386804301399874,0.32386804301399874,0.9805832522311115,0.9805832522311115,0.07700572972025378,0.05046092028916058,1.425710702466072,True,551,15654,344,64,170416,192,5.422292897943407
1730,PASS,WITNESS,3,11.208333333333332,6.75955e-05,3.379775e-05,0.6674375,0.16149999999999998,0.4575,0.4575,0.6257660115081762,3.3123509937234723,38.14632505784194,2.2791593923717346,13.123843941175021,3.375435725665941e-05,3.375435725665941e-05,3.403320327543089e-05,3.403320327543089e-05,6.76001701218239e-05,2.3682328281037175e-05,2.368329683986977e-05,0.001352890212262203,0.008193352136581884,0.008193352136581884,0.0,-1.432874721828722e-05,6.908446850773142e-05,0.008193352136581884,0.004762655568260257,0.1896438519789831,0.1896438519789831,0.989828213161406,0.989828213161406,0.07337150460515933,0.8136549465050523,0.5396170833646315,True,551,15654,344,64,170416,192,5.422292897943407
1730,PASS,WITNESS,4,11.208333333333332,6.75955e-05,3.379775e-05,0.6674375,0.16149999999999998,0.4575,0.4575,1.3803620805572332,3.3123509937234723,38.14632505784194,1.5607933432365084,8.987352235924643,3.375435725665941e-05,3.375435725665941e-05,3.403320327543089e-05,3.403320327543089e-05,6.76001701218239e-05,1.60199526877523e-05,1.6397229265526847e-05,0.001352890212262203,0.008193352136581884,0.008193352136581884,0.0,-0.005581386006088393,6.908446850773142e-05,0.008193352136581884,0.005279662123142052,0.1896438519789831,0.1896438519789831,0.989828213161406,0.989828213161406,0.07337150460515933,0.051052333974871855,1.296093464880416,True,551,15654,344,64,170416,192,5.422292897943407
1730,PASS,WITNESS,5,11.208333333333332,6.75955e-05,3.379775e-05,0.6633125,0.16299999999999998,0.525,0.525,0.7043697687007863,4.8368836982108645,40.86475886435667,2.9000903098707105,12.2508105003187,3.348191426116533e-05,3.348191426116533e-05,3.350174946964587e-05,3.350174946964587e-05,6.758240016296783e-05,2.0499490376764116e-05,2.050174016820708e-05,0.009151077226104837,0.0005868795550160291,0.0005868795550160291,0.0,-3.328315409994934e-05,-0.00019379747220111377,0.009151077226104837,0.0037521046283142787,0.2565173356206601,0.2565173356206601,0.9867387447537121,0.9867387447537121,0.07700572972025378,0.7954601511936756,0.6205592124701701,True,551,15654,344,64,170416,192,5.422292897943407
1915,PASS,WITNESS,1,31.624999999999996,7.83193e-05,3.915965e-05,0.658,0.21000000000000002,0.5175000000000001,0.5175000000000001,0.7593923987356134,5.550832414011138,50.23861367154849,3.444705595846326,15.58840375050076,3.9490380257351245e-05,3.9490380257351245e-05,3.9770066781064504e-05,3.9770066781064504e-05,7.830827815204955e-05,2.5115640429481395e-05,2.511491148704196e-05,-0.008514508574879471,0.007032588736975048,0.007032588736975048,0.0,9.307315558699648e-06,-0.00014072965348831975,0.008514508574879471,0.005345268256755166,0.22929799182924543,0.22929799182924543,0.9909549986007457,0.9909549986007457,0.12669695259012065,0.7385969877907468,0.6772266671603099,True,505,24613,320,64,206212,192,5.520473140059039
1915,PASS,WITNESS,2,31.624999999999996,7.83193e-05,3.915965e-05,0.658,0.21000000000000002,0.5175000000000001,0.5175000000000001,1.4353847105920603,5.550832414011138,50.23861367154849,1.7911744052094278,8.10564184342366,3.9490380257351245e-05,3.9490380257351245e-05,3.9770066781064504e-05,3.9770066781064504e-05,7.830827815204955e-05,1.3046319068198447e-05,1.2192944104606225e-05,-0.008514508574879471,0.007032588736975048,0.007032588736975048,0.0,0.010896100496202375,-0.00014072965348831975,0.010896100496202375,0.006954090832228001,0.22929799182924543,0.22929799182924543,0.9909549986007457,0.9909549986007457,0.12669695259012065,0.05099463103771651,1.3565436582643033,True,505,24613,320,64,206212,192,5.520473140059039
1915,PASS,WITNESS,3,31.624999999999996,7.83193e-05,3.915965e-05,0.745875,0.21125000000000002,0.6225,0.6225,1.325339450522406,12.2508105003187,14.551421154185402,8.429526299862479,5.006264169884518,3.94373104595954e-05,3.94373104595954e-05,3.891133766933781e-05,3.891133766933781e-05,7.83445869953509e-05,2.5489469147176368e-05,2.548724337927815e-05,-0.006719955261438749,-0.013336933582133111,-0.013336933582133111,0.0,2.84191495355082e-05,0.00032276633677822856,0.013336933582133111,0.00817527144524282,0.33363817011433133,0.33363817011433133,0.9763051679594924,0.9763051679594924,0.07927622768541454,0.27363038633053516,1.1994336406267454,True,505,24613,320,64,206212,192,5.520473140059039
1915,PASS,WITNESS,4,31.624999999999996,7.83193e-05,3.915965e-05,0.745875,0.21125000000000002,0.6225,0.6225,1.5454299706617145,12.2508105003187,14.551421154185402,5.772632041224322,3.4283445980090392,3.94373104595954e-05,3.94373104595954e-05,3.891133766933781e-05,3.891133766933781e-05,7.83445869953509e-05,1.686055629967684e-05,1.6574620203279397e-05,-0.006719955261438749,-0.013336933582133111,-0.013336933582133111,0.0,0.0036509020943425656,0.00032276633677822856,0.013336933582133111,0.008310020634499355,0.33363817011433133,0.33363817011433133,0.9763051679594924,0.9763051679594924,0.07927622768541454,0.05043537424221145,1.4203617589966302,True,505,24613,320,64,206212,192,5.520473140059039
1915,PASS,WITNESS,5,31.624999999999996,7.83193e-05,3.915965e-05,0.658,0.21000000000000002,0.4575,0.4575,0.515720751438522,3.801270902863189,50.23861367154849,2.615574948918985,17.28406929492265,3.859833823632004e-05,3.859833823632004e-05,3.884524228942716e-05,3.884524228942716e-05,7.830827815204955e-05,2.7034646344818005e-05,2.704079273761968e-05,0.014193202434259132,0.0063050628161160655,0.0063050628161160655,0.0,-7.847864832391986e-05,-0.00014072965348831975,0.014193202434259132,0.0068432520692992636,0.16935882444979944,0.16935882444979944,0.9934857466343905,0.9934857466343905,0.12669695259012065,0.9261821787786602,0.43347534703096624,True,505,24613,320,64,206212,192,5.520473140059039
1489,PASS,WITNESS,1,29.583333333333332,5.6244e-05,2.8122e-05,0.7040625,0.22000000000000003,0.48000000000000004,0.48000000000000004,0.9716225431556607,3.092004485616841,17.88933168952953,2.8019695060311824,8.10564184342366,2.8363027090052416e-05,2.8363027090052416e-05,2.841012346070129e-05,2.841012346070129e-05,5.623842445375833e-05,2.4880057941730683e-05,2.4879284118579473e-05,-0.008596221496356575,0.0016577319952170914,0.0016577319952170914,0.0,1.3758323576030883e-05,-9.91313960897455e-05,0.008596221496356575,0.003637792166399698,0.18733326580591964,0.18733326580591964,0.9839795316669425,0.9839795316669425,0.11278480755467053,0.49151388377682426,0.8688911579115614,True,478,25030,342,64,201627,192,5.546159440069459
1489,PASS,WITNESS,2,29.583333333333332,5.6244e-05,2.8122e-05,0.6675,0.22125000000000006,0.555,0.555,0.7279508958585693,5.006264169884518,31.02872991761893,4.234877152129487,13.123843941175021,2.8217482709415067e-05,2.8217482709415067e-05,2.8469335854850514e-05,2.8469335854850514e-05,5.6246776005776364e-05,2.4154241008561665e-05,2.41538789001908e-05,-0.003334624406290112,0.008846470698140183,0.008846470698140183,0.0,6.438168886742987e-06,4.935404255134923e-05,0.008846470698140183,0.0052858661357224794,0.26162751551193664,0.26162751551193664,0.9816607656523424,0.9816607656523424,0.1333917652167479,0.8054495585208181,0.6416928823947985,True,478,25030,342,64,201627,192,5.546159440069459
1489,PASS,WITNESS,3,29.583333333333332,5.6244e-05,2.8122e-05,0.6675,0.22125000000000006,0.555,0.555,1.4746865891883654,5.006264169884518,31.02872991761893,2.6155749489189852,8.10564184342366,2.8217482709415067e-05,2.8217482709415067e-05,2.8469335854850514e-05,2.8469335854850514e-05,5.6246776005776364e-05,1.395235751299901e-05,1.450447854293139e-05,-0.003334624406290112,0.008846470698140183,0.008846470698140183,0.0,-0.00981653207333012,4.935404255134923e-05,0.00981653207333012,0.006633331808944966,0.26162751551193664,0.26162751551193664,0.9816607656523424,0.9816607656523424,0.1333917652167479,0.050046806370124486,1.3912534108044574,True,478,25030,342,64,201627,192,5.546159440069459
1489,PASS,WITNESS,4,29.583333333333332,5.6244e-05,2.8122e-05,0.6675,0.22125000000000006,0.5025000000000001,0.5025000000000001,0.8537169073667454,3.4283445980090392,31.02872991761893,2.3589721637729077,10.675109817635912,2.7726860916108082e-05,2.7726860916108082e-05,2.777762418915028e-05,2.777762418915028e-05,5.6246776005776364e-05,1.9075177603611427e-05,1.9074882643464716e-05,0.01409954898532773,0.00180510891978512,0.00180510891978512,0.0,5.24429533302227e-06,4.935404255134923e-05,0.01409954898532773,0.005849737620018833,0.20920248076373307,0.20920248076373307,0.9824133728090315,0.9824133728090315,0.1333917652167479,0.6239957788132844,0.7684863233374568,True,478,25030,342,64,201627,192,5.546159440069459
1489,PASS,WITNESS,5,29.583333333333332,5.6244e-05,2.8122e-05,0.6675,0.22125000000000006,0.5025000000000001,0.5025000000000001,1.4196639591535383,3.4283445980090392,31.02872991761893,1.6154500042515938,7.310432257371184,2.7726860916108082e-05,2.7726860916108082e-05,2.777762418915028e-05,2.777762418915028e-05,5.6246776005776364e-05,1.3117309212852e-05,1.2582164126778722e-05,0.01409954898532773,0.00180510891978512,0.00180510891978512,0.0,0.009514705320981405,4.935404255134923e-05,0.01409954898532773,0.007021943833213848,0.20920248076373307,0.20920248076373307,0.9824133728090315,0.9824133728090315,0.1333917652167479,0.050569478183950745,1.3370490393498256,True,478,25030,342,64,201627,192,5.546159440069459
1967,PASS,WITNESS,1,35.70833333333333,8.1363e-05,4.06815e-05,0.669875,0.21500000000000002,0.5775,0.5775,0.9873432937257729,8.683276799798922,42.295781928615,4.695535946106047,11.435853594985783,4.0495243433016743e-05,4.0495243433016743e-05,4.04818098016624e-05,4.04818098016624e-05,8.13372321279511e-05,2.2144819831811488e-05,2.2145075505116637e-05,0.004261706941946683,-0.00033021475005452034,-0.00033021475005452034,0.0,-3.1423780483631406e-06,-0.00031670258039778905,0.004261706941946683,0.001755018519385389,0.28696006923776074,0.28696006923776074,0.9841378811471375,0.9841378811471375,0.1255427999113798,0.5672685703388475,0.9003646545268904,True,494,25295,326,64,212510,192,5.537200247053988
1967,PASS,WITNESS,2,35.70833333333333,8.1363e-05,4.06815e-05,0.78625,0.21375000000000002,0.48750000000000004,0.48750000000000004,0.9952036694310273,4.673233995671801,10.313931287154782,3.565334061405081,3.934385755040525,4.0569455402518305e-05,4.0569455402518305e-05,4.031643615066728e-05,4.031643615066728e-05,8.135827923616684e-05,3.0021314671023633e-05,3.002110487922502e-05,0.00269616940292551,-0.006219516287526959,-0.006219516287526959,0.0,2.5784668536254084e-06,-5.802101487360677e-05,0.006219516287526959,0.0037558280986034723,0.19762713034110688,0.19762713034110688,0.9931369892846229,0.9931369892846229,0.058705948361563176,0.47993247860605975,0.844612516662267,True,494,25295,326,64,212510,192,5.537200247053988
1967,PASS,WITNESS,3,35.70833333333333,8.1363e-05,4.06815e-05,0.669875,0.21500000000000002,0.5775,0.5775,1.498267714567309,8.683276799798922,42.295781928615,3.4447055958463246,8.389489362677569,4.0495243433016743e-05,4.0495243433016743e-05,4.04818098016624e-05,4.04818098016624e-05,8.13372321279511e-05,1.527709572620803e-05,1.586111089371423e-05,0.004261706941946683,-0.00033021475005452034,-0.00033021475005452034,0.0,-0.007177896187532426,-0.00031670258039778905,0.007177896187532426,0.0034157167091931288,0.28696006923776074,0.28696006923776074,0.9841378811471375,0.9841378811471375,0.1255427999113798,0.05063697898713737,1.4133387618328144,True,494,25295,326,64,212510,192,5.537200247053988
1967,PASS,WITNESS,4,35.70833333333333,8.1363e-05,4.06815e-05,0.669875,0.21500000000000002,0.6375000000000001,0.6375000000000001,0.89301878526272,15.060990276041606,42.295781928615,9.03024233821491,12.679815659507472,4.1090817796677e-05,4.1090817796677e-05,4.132617905236979e-05,4.132617905236979e-05,8.13372321279511e-05,2.4823172329156207e-05,2.482354186218778e-05,-0.010274843756835456,0.005695209697333413,0.005695209697333413,0.0,-4.541782279068196e-06,-0.00031670258039778905,0.010274843756835456,0.005331409481753684,0.3469119253267126,0.3469119253267126,0.9735869930731014,0.9735869930731014,0.1255427999113798,0.7167840068845375,0.8055623266475721,True,494,25295,326,64,212510,192,5.537200247053988
1967,PASS,WITNESS,5,35.70833333333333,8.1363e-05,4.06815e-05,0.669875,0.21500000000000002,0.6375000000000001,0.6375000000000001,1.5532903445040898,15.060990276041606,42.295781928615,4.695535946106048,6.5932372564638415,4.1090817796677e-05,4.1090817796677e-05,4.132617905236979e-05,4.132617905236979e-05,8.13372321279511e-05,1.23063807291289e-05,1.1665155651502925e-05,-0.010274843756835456,0.005695209697333413,0.005695209697333413,0.0,0.007881040247114477,-0.00031670258039778905,0.010274843756835456,0.006227015565550517,0.3469119253267126,0.3469119253267126,0.9735869930731014,0.9735869930731014,0.1255427999113798,0.050656964447781394,1.4699798895779048,True,494,25295,326,64,212510,192,5.537200247053988
1401,PASS,NO_WITNESS,0,3.0416666666666665,5.23162e-05,2.61581e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1308,0,0,0,0,0,1.348419061047025
1316,PASS,WITNESS,1,33.666666666666664,4.66382e-05,2.33191e-05,0.7875,0.23375000000000004,0.49500000000000005,0.49500000000000005,0.8379961559282234,2.694310506208873,6.370163603444466,2.279159392371734,2.694310506208873,2.298770219800688e-05,2.298770219800688e-05,2.3003417219167167e-05,2.3003417219167167e-05,4.664586641864025e-05,1.930373598569141e-05,1.9303468353070425e-05,0.014373449870331147,0.0006739119931852989,0.0006739119931852989,0.0,5.738485211344011e-06,0.00016435365507944176,0.014373449870331147,0.005881204822400918,0.19519616033223003,0.19519616033223003,0.9781006585051268,0.9781006585051268,0.0822431634933338,0.6328643169435486,0.6885036298034021,True,453,25416,356,64,230033,192,5.7579043169971555
1316,PASS,WITNESS,2,33.666666666666664,4.66382e-05,2.33191e-05,0.7875,0.23375000000000004,0.49500000000000005,0.49500000000000005,1.4196639591535383,2.694310506208873,6.370163603444466,1.9188194417654245,2.268334280950198,2.298770219800688e-05,2.298770219800688e-05,2.3003417219167167e-05,2.3003417219167167e-05,4.664586641864025e-05,1.5570308775685022e-05,1.6653591804133965e-05,0.014373449870331147,0.0006739119931852989,0.0006739119931852989,0.0,-0.023227376452113157,0.00016435365507944176,0.023227376452113157,0.011158273499188538,0.19519616033223003,0.19519616033223003,0.9781006585051268,0.9781006585051268,0.0822431634933338,0.05000060680190488,1.2697634707438583,True,453,25416,356,64,230033,192,5.7579043169971555
